idx,true_label,true_name,pred_label,pred_name,correct,p_axion,p_cdm,p_no_sub,img_mean,img_std,img_max,img_snr
5198,0,axion,0,axion,1,0.9966,0.0033,0.0001,0.0348,0.1134,1.0000,8.82
5199,1,cdm,1,cdm,1,0.0973,0.9026,0.0001,0.0336,0.1077,1.0000,9.28
5200,2,no_sub,2,no_sub,1,0.0014,0.0755,0.9231,0.0406,0.1317,1.0000,7.59
5201,2,no_sub,2,no_sub,1,0.0054,0.1481,0.8465,0.0262,0.0909,1.0000,11.00
5202,2,no_sub,1,cdm,0,0.0357,0.5060,0.4583,0.0216,0.0822,1.0000,12.16
5203,0,axion,0,axion,1,0.8064,0.1935,0.0001,0.0320,0.1065,1.0000,9.39
5204,1,cdm,1,cdm,1,0.0256,0.8984,0.0760,0.0380,0.1222,1.0000,8.18
5205,2,no_sub,2,no_sub,1,0.0026,0.1449,0.8525,0.0344,0.1114,1.0000,8.98
5206,0,axion,0,axion,1,0.9259,0.0740,0.0001,0.0222,0.0836,1.0000,11.97
5207,2,no_sub,2,no_sub,1,0.0012,0.0682,0.9306,0.0420,0.1367,1.0000,7.31
5208,0,axion,0,axion,1,0.6711,0.3288,0.0001,0.0308,0.1011,1.0000,9.89
5209,2,no_sub,2,no_sub,1,0.0019,0.0877,0.9104,0.0359,0.1165,1.0000,8.58
5210,0,axion,0,axion,1,0.9970,0.0028,0.0001,0.0467,0.1522,1.0000,6.57
5211,2,no_sub,2,no_sub,1,0.0077,0.2232,0.7691,0.0224,0.0799,1.0000,12.51
5212,1,cdm,1,cdm,1,0.4496,0.5503,0.0001,0.0309,0.1015,1.0000,9.85
5213,1,cdm,1,cdm,1,0.1498,0.8500,0.0002,0.0484,0.1563,1.0000,6.40
5214,2,no_sub,1,cdm,0,0.0202,0.5211,0.4587,0.0241,0.0885,1.0000,11.30
5215,1,cdm,1,cdm,1,0.0564,0.9421,0.0015,0.0434,0.1406,1.0000,7.11
5216,0,axion,1,cdm,0,0.1178,0.8814,0.0008,0.0426,0.1372,1.0000,7.29
5217,0,axion,0,axion,1,0.9959,0.0040,0.0001,0.0334,0.1086,1.0000,9.21
5218,1,cdm,1,cdm,1,0.0430,0.8677,0.0893,0.0269,0.0914,1.0000,10.94
5219,0,axion,0,axion,1,0.9059,0.0940,0.0001,0.0248,0.0880,1.0000,11.36
5220,0,axion,1,cdm,0,0.1183,0.8812,0.0006,0.0339,0.1091,1.0000,9.16
5221,2,no_sub,2,no_sub,1,0.0038,0.1943,0.8020,0.0364,0.1178,1.0000,8.49
5222,1,cdm,1,cdm,1,0.2357,0.7640,0.0004,0.0213,0.0777,1.0000,12.86
5223,1,cdm,1,cdm,1,0.2613,0.7372,0.0015,0.0205,0.0777,1.0000,12.87
5224,2,no_sub,2,no_sub,1,0.0064,0.2302,0.7634,0.0249,0.0864,1.0000,11.57
5225,0,axion,0,axion,1,0.9921,0.0079,0.0001,0.0318,0.1042,1.0000,9.60
5226,0,axion,0,axion,1,0.9769,0.0230,0.0001,0.0337,0.1092,1.0000,9.16
5227,2,no_sub,2,no_sub,1,0.0049,0.2083,0.7867,0.0272,0.0929,1.0000,10.77
5228,1,cdm,1,cdm,1,0.1424,0.8574,0.0002,0.0257,0.0897,1.0000,11.15
5229,0,axion,0,axion,1,0.9852,0.0147,0.0001,0.0257,0.0889,1.0000,11.25
5230,1,cdm,1,cdm,1,0.1189,0.8809,0.0002,0.0280,0.0942,1.0000,10.62
5231,0,axion,0,axion,1,0.8860,0.1139,0.0001,0.0266,0.0925,1.0000,10.82
5232,2,no_sub,2,no_sub,1,0.0014,0.0782,0.9205,0.0429,0.1399,1.0000,7.15
5233,1,cdm,1,cdm,1,0.1079,0.8920,0.0002,0.0326,0.1054,1.0000,9.49
5234,2,no_sub,2,no_sub,1,0.0054,0.2975,0.6972,0.0326,0.1066,1.0000,9.38
5235,2,no_sub,2,no_sub,1,0.0086,0.4458,0.5456,0.0322,0.1063,1.0000,9.40
5236,0,axion,1,cdm,0,0.1728,0.8271,0.0002,0.0251,0.0903,1.0000,11.07
5237,1,cdm,1,cdm,1,0.0496,0.9500,0.0005,0.0472,0.1507,1.0000,6.64
5238,0,axion,0,axion,1,0.9772,0.0227,0.0001,0.0246,0.0857,1.0000,11.67
5239,0,axion,0,axion,1,0.9985,0.0011,0.0004,0.0467,0.1540,1.0000,6.50
5240,1,cdm,1,cdm,1,0.1008,0.8985,0.0006,0.0323,0.1055,1.0000,9.47
5241,2,no_sub,2,no_sub,1,0.0060,0.1663,0.8276,0.0239,0.0832,1.0000,12.02
5242,0,axion,0,axion,1,0.9421,0.0579,0.0001,0.0273,0.0946,1.0000,10.58
5243,2,no_sub,2,no_sub,1,0.0035,0.2776,0.7189,0.0434,0.1411,1.0000,7.09
5244,2,no_sub,2,no_sub,1,0.0022,0.1594,0.8384,0.0432,0.1400,1.0000,7.14
5245,1,cdm,1,cdm,1,0.2294,0.7704,0.0002,0.0246,0.0852,1.0000,11.73
5246,2,no_sub,2,no_sub,1,0.0018,0.0521,0.9461,0.0259,0.0879,1.0000,11.38
5247,1,cdm,1,cdm,1,0.0559,0.9426,0.0016,0.0274,0.0940,1.0000,10.64
5248,2,no_sub,2,no_sub,1,0.0072,0.3417,0.6511,0.0298,0.0993,1.0000,10.07
5249,1,cdm,2,no_sub,0,0.0081,0.4850,0.5069,0.0442,0.1450,1.0000,6.90
5250,2,no_sub,2,no_sub,1,0.0059,0.2963,0.6978,0.0363,0.1174,1.0000,8.51
5251,1,cdm,1,cdm,1,0.0782,0.9216,0.0002,0.0446,0.1402,1.0000,7.13
5252,0,axion,0,axion,1,0.9547,0.0452,0.0001,0.0242,0.0857,1.0000,11.66
5253,1,cdm,2,no_sub,0,0.0085,0.1907,0.8008,0.0246,0.0849,1.0000,11.78
5254,0,axion,0,axion,1,0.9973,0.0026,0.0001,0.0467,0.1530,1.0000,6.53
5255,2,no_sub,2,no_sub,1,0.0029,0.1455,0.8516,0.0400,0.1294,1.0000,7.73
5256,2,no_sub,2,no_sub,1,0.0011,0.0540,0.9449,0.0359,0.1164,1.0000,8.59
5257,0,axion,1,cdm,0,0.0454,0.9220,0.0325,0.0294,0.0986,1.0000,10.14
5258,1,cdm,1,cdm,1,0.2467,0.7531,0.0002,0.0395,0.1259,1.0000,7.94
5259,1,cdm,1,cdm,1,0.1428,0.8569,0.0002,0.0254,0.0898,1.0000,11.13
5260,1,cdm,1,cdm,1,0.0517,0.9325,0.0158,0.0208,0.0767,1.0000,13.04
5261,2,no_sub,2,no_sub,1,0.0016,0.0647,0.9336,0.0302,0.0999,1.0000,10.01
5262,0,axion,0,axion,1,0.9940,0.0059,0.0001,0.0243,0.0833,1.0000,12.00
5263,1,cdm,1,cdm,1,0.0133,0.6240,0.3627,0.0313,0.1042,1.0000,9.60
5264,0,axion,1,cdm,0,0.4541,0.5458,0.0001,0.0372,0.1195,1.0000,8.37
5265,2,no_sub,2,no_sub,1,0.0060,0.2739,0.7201,0.0301,0.1009,1.0000,9.91
5266,0,axion,1,cdm,0,0.0675,0.9263,0.0061,0.0329,0.1079,1.0000,9.27
5267,0,axion,0,axion,1,0.9954,0.0045,0.0001,0.0302,0.1016,1.0000,9.84
5268,0,axion,0,axion,1,0.8905,0.1094,0.0001,0.0352,0.1139,1.0000,8.78
5269,2,no_sub,2,no_sub,1,0.0060,0.1645,0.8294,0.0246,0.0880,1.0000,11.36
5270,0,axion,0,axion,1,0.9929,0.0070,0.0001,0.0413,0.1330,1.0000,7.52
5271,1,cdm,1,cdm,1,0.1135,0.8863,0.0003,0.0289,0.0959,1.0000,10.43
5272,2,no_sub,2,no_sub,1,0.0057,0.3648,0.6294,0.0353,0.1162,1.0000,8.61
5273,0,axion,1,cdm,0,0.2000,0.7996,0.0003,0.0404,0.1292,1.0000,7.74
5274,1,cdm,1,cdm,1,0.0859,0.9139,0.0002,0.0284,0.0963,1.0000,10.38
5275,1,cdm,1,cdm,1,0.0960,0.9015,0.0025,0.0332,0.1088,1.0000,9.19
5276,1,cdm,1,cdm,1,0.0816,0.9181,0.0003,0.0350,0.1101,1.0000,9.08
5277,1,cdm,1,cdm,1,0.0690,0.9299,0.0011,0.0375,0.1203,1.0000,8.31
5278,1,cdm,2,no_sub,0,0.0105,0.4487,0.5408,0.0397,0.1276,1.0000,7.83
5279,0,axion,0,axion,1,0.9977,0.0021,0.0002,0.0415,0.1342,1.0000,7.45
5280,1,cdm,1,cdm,1,0.1049,0.8945,0.0006,0.0309,0.1006,1.0000,9.94
5281,2,no_sub,2,no_sub,1,0.0023,0.0754,0.9224,0.0280,0.0948,1.0000,10.55
5282,0,axion,0,axion,1,0.9750,0.0249,0.0001,0.0221,0.0827,1.0000,12.10
5283,0,axion,0,axion,1,0.9548,0.0451,0.0001,0.0263,0.0890,1.0000,11.23
5284,0,axion,1,cdm,0,0.1845,0.8153,0.0002,0.0207,0.0762,1.0000,13.13
5285,1,cdm,1,cdm,1,0.0384,0.8995,0.0621,0.0236,0.0887,1.0000,11.27
5286,1,cdm,1,cdm,1,0.0217,0.8694,0.1089,0.0331,0.1086,1.0000,9.21
5287,2,no_sub,2,no_sub,1,0.0036,0.2533,0.7431,0.0464,0.1522,1.0000,6.57
5288,0,axion,1,cdm,0,0.1100,0.8893,0.0007,0.0272,0.0915,1.0000,10.93
5289,1,cdm,1,cdm,1,0.1425,0.8421,0.0155,0.0210,0.0806,1.0000,12.40
5290,0,axion,0,axion,1,0.9835,0.0165,0.0001,0.0281,0.0951,1.0000,10.52
5291,0,axion,0,axion,1,0.9951,0.0048,0.0001,0.0401,0.1289,1.0000,7.76
5292,2,no_sub,2,no_sub,1,0.0074,0.1858,0.8068,0.0229,0.0826,1.0000,12.10
5293,2,no_sub,2,no_sub,1,0.0190,0.3970,0.5840,0.0223,0.0838,1.0000,11.93
5294,1,cdm,1,cdm,1,0.0207,0.6659,0.3134,0.0236,0.0833,1.0000,12.00
5295,0,axion,0,axion,1,0.8601,0.1398,0.0001,0.0232,0.0856,1.0000,11.68
5296,2,no_sub,2,no_sub,1,0.0103,0.3282,0.6615,0.0248,0.0890,1.0000,11.24
5297,0,axion,0,axion,1,0.9192,0.0807,0.0001,0.0240,0.0883,1.0000,11.33
5298,1,cdm,1,cdm,1,0.0299,0.9676,0.0024,0.0372,0.1206,1.0000,8.29
5299,0,axion,1,cdm,0,0.1359,0.8617,0.0025,0.0339,0.1104,1.0000,9.06
5300,1,cdm,1,cdm,1,0.1607,0.8388,0.0005,0.0449,0.1446,1.0000,6.91
5301,0,axion,0,axion,1,0.7654,0.2345,0.0001,0.0247,0.0854,1.0000,11.71
5302,2,no_sub,2,no_sub,1,0.0031,0.1406,0.8563,0.0322,0.1060,1.0000,9.44
5303,2,no_sub,2,no_sub,1,0.0040,0.2232,0.7729,0.0466,0.1545,1.0000,6.47
5304,0,axion,0,axion,1,0.9812,0.0188,0.0001,0.0292,0.0971,1.0000,10.30
5305,1,cdm,1,cdm,1,0.0450,0.9533,0.0017,0.0295,0.0985,1.0000,10.16
5306,2,no_sub,2,no_sub,1,0.0055,0.1458,0.8487,0.0213,0.0792,1.0000,12.63
5307,2,no_sub,2,no_sub,1,0.0085,0.2165,0.7750,0.0236,0.0856,1.0000,11.68
5308,2,no_sub,2,no_sub,1,0.0022,0.1184,0.8794,0.0373,0.1209,1.0000,8.27
5309,0,axion,1,cdm,0,0.2471,0.7528,0.0001,0.0300,0.0999,1.0000,10.01
5310,2,no_sub,2,no_sub,1,0.0023,0.0946,0.9031,0.0279,0.0951,1.0000,10.51
5311,2,no_sub,2,no_sub,1,0.0031,0.1112,0.8857,0.0318,0.1047,1.0000,9.55
5312,1,cdm,1,cdm,1,0.0205,0.9478,0.0317,0.0297,0.0999,1.0000,10.01
5313,0,axion,0,axion,1,0.9983,0.0015,0.0002,0.0415,0.1331,1.0000,7.51
5314,2,no_sub,2,no_sub,1,0.0014,0.0839,0.9148,0.0434,0.1413,1.0000,7.08
5315,1,cdm,1,cdm,1,0.0759,0.9236,0.0005,0.0456,0.1467,1.0000,6.82
5316,1,cdm,1,cdm,1,0.1303,0.8694,0.0003,0.0249,0.0883,1.0000,11.32
5317,1,cdm,1,cdm,1,0.0567,0.9428,0.0005,0.0452,0.1437,1.0000,6.96
5318,0,axion,0,axion,1,0.9938,0.0061,0.0001,0.0306,0.1010,1.0000,9.91
5319,0,axion,1,cdm,0,0.1940,0.8056,0.0004,0.0383,0.1227,1.0000,8.15
5320,1,cdm,1,cdm,1,0.0882,0.9114,0.0004,0.0302,0.0978,1.0000,10.22
5321,0,axion,1,cdm,0,0.1077,0.8917,0.0006,0.0477,0.1566,1.0000,6.39
5322,1,cdm,1,cdm,1,0.1496,0.8502,0.0002,0.0295,0.0978,1.0000,10.23
5323,0,axion,0,axion,1,0.9018,0.0981,0.0001,0.0280,0.0959,1.0000,10.43
5324,1,cdm,1,cdm,1,0.0359,0.9620,0.0021,0.0240,0.0827,1.0000,12.10
5325,2,no_sub,2,no_sub,1,0.0019,0.0771,0.9210,0.0294,0.0980,1.0000,10.20
5326,2,no_sub,2,no_sub,1,0.0056,0.2873,0.7071,0.0319,0.1068,1.0000,9.37
5327,1,cdm,1,cdm,1,0.0188,0.8812,0.1000,0.0294,0.0971,1.0000,10.29
5328,2,no_sub,2,no_sub,1,0.0017,0.0720,0.9262,0.0342,0.1118,1.0000,8.94
5329,0,axion,0,axion,1,0.9930,0.0070,0.0001,0.0280,0.0963,1.0000,10.38
5330,0,axion,0,axion,1,0.9959,0.0040,0.0001,0.0336,0.1087,1.0000,9.20
5331,0,axion,0,axion,1,0.9983,0.0015,0.0002,0.0429,0.1383,1.0000,7.23
5332,0,axion,0,axion,1,0.9934,0.0065,0.0001,0.0306,0.1015,1.0000,9.85
5333,0,axion,0,axion,1,0.9975,0.0024,0.0002,0.0441,0.1443,1.0000,6.93
5334,0,axion,0,axion,1,0.9709,0.0291,0.0000,0.0285,0.0958,1.0000,10.44
5335,2,no_sub,2,no_sub,1,0.0099,0.3279,0.6623,0.0267,0.0941,1.0000,10.63
5336,0,axion,0,axion,1,0.9947,0.0052,0.0001,0.0278,0.0952,1.0000,10.50
5337,2,no_sub,2,no_sub,1,0.0196,0.4047,0.5757,0.0211,0.0784,1.0000,12.75
5338,2,no_sub,2,no_sub,1,0.0061,0.2387,0.7552,0.0266,0.0914,1.0000,10.94
5339,1,cdm,1,cdm,1,0.0803,0.9194,0.0003,0.0256,0.0907,1.0000,11.03
5340,0,axion,0,axion,1,0.9718,0.0281,0.0001,0.0297,0.0987,1.0000,10.13
5341,1,cdm,1,cdm,1,0.1013,0.8984,0.0002,0.0222,0.0806,1.0000,12.41
5342,2,no_sub,2,no_sub,1,0.0016,0.0664,0.9320,0.0286,0.0954,1.0000,10.49
5343,1,cdm,1,cdm,1,0.2958,0.7041,0.0001,0.0335,0.1084,1.0000,9.22
5344,0,axion,0,axion,1,0.9914,0.0084,0.0002,0.0210,0.0766,1.0000,13.05
5345,1,cdm,1,cdm,1,0.0892,0.9104,0.0004,0.0333,0.1093,1.0000,9.15
5346,1,cdm,1,cdm,1,0.1068,0.8929,0.0003,0.0290,0.0970,1.0000,10.31
5347,1,cdm,1,cdm,1,0.1517,0.8481,0.0002,0.0383,0.1213,1.0000,8.25
5348,0,axion,0,axion,1,0.9819,0.0181,0.0001,0.0269,0.0904,1.0000,11.06
5349,2,no_sub,2,no_sub,1,0.0027,0.1273,0.8700,0.0321,0.1047,1.0000,9.55
5350,2,no_sub,2,no_sub,1,0.0068,0.3142,0.6790,0.0292,0.0985,1.0000,10.15
5351,2,no_sub,2,no_sub,1,0.0076,0.2927,0.6998,0.0263,0.0915,1.0000,10.93
5352,2,no_sub,2,no_sub,1,0.0032,0.0876,0.9092,0.0241,0.0827,1.0000,12.09
5353,1,cdm,1,cdm,1,0.1068,0.8928,0.0003,0.0264,0.0930,1.0000,10.75
5354,1,cdm,1,cdm,1,0.0903,0.9093,0.0004,0.0300,0.0973,1.0000,10.28
5355,2,no_sub,2,no_sub,1,0.0066,0.2231,0.7702,0.0238,0.0834,1.0000,11.98
5356,0,axion,0,axion,1,0.9888,0.0111,0.0000,0.0348,0.1132,1.0000,8.84
5357,0,axion,0,axion,1,0.9981,0.0018,0.0001,0.0423,0.1360,1.0000,7.35
5358,2,no_sub,2,no_sub,1,0.0040,0.1461,0.8500,0.0270,0.0915,1.0000,10.93
5359,2,no_sub,2,no_sub,1,0.0028,0.0975,0.8997,0.0249,0.0855,1.0000,11.69
5360,1,cdm,1,cdm,1,0.1469,0.8529,0.0001,0.0266,0.0929,1.0000,10.77
5361,0,axion,1,cdm,0,0.2768,0.7226,0.0006,0.0204,0.0788,1.0000,12.68
5362,1,cdm,1,cdm,1,0.0105,0.9563,0.0332,0.0394,0.1261,1.0000,7.93
5363,0,axion,1,cdm,0,0.1648,0.8350,0.0002,0.0230,0.0797,1.0000,12.55
5364,2,no_sub,2,no_sub,1,0.0087,0.3089,0.6824,0.0275,0.0937,1.0000,10.67
5365,2,no_sub,2,no_sub,1,0.0045,0.3037,0.6918,0.0430,0.1395,1.0000,7.17
5366,2,no_sub,2,no_sub,1,0.0071,0.1947,0.7983,0.0246,0.0882,1.0000,11.34
5367,2,no_sub,2,no_sub,1,0.0009,0.0462,0.9529,0.0412,0.1338,1.0000,7.48
5368,2,no_sub,2,no_sub,1,0.0038,0.1704,0.8258,0.0304,0.1019,1.0000,9.81
5369,1,cdm,1,cdm,1,0.0712,0.9073,0.0215,0.0240,0.0862,1.0000,11.60
5370,2,no_sub,2,no_sub,1,0.0151,0.3906,0.5944,0.0239,0.0874,1.0000,11.44
5371,1,cdm,1,cdm,1,0.1775,0.8223,0.0002,0.0378,0.1207,1.0000,8.29
5372,2,no_sub,2,no_sub,1,0.0037,0.1656,0.8308,0.0294,0.0977,1.0000,10.24
5373,2,no_sub,2,no_sub,1,0.0045,0.1469,0.8486,0.0253,0.0884,1.0000,11.31
5374,1,cdm,1,cdm,1,0.1775,0.8222,0.0002,0.0252,0.0859,1.0000,11.64
5375,2,no_sub,2,no_sub,1,0.0050,0.2262,0.7688,0.0326,0.1068,1.0000,9.37
5376,1,cdm,0,axion,0,0.7053,0.2946,0.0001,0.0359,0.1132,1.0000,8.83
5377,0,axion,1,cdm,0,0.1834,0.8164,0.0002,0.0251,0.0879,1.0000,11.38
5378,0,axion,0,axion,1,0.9950,0.0049,0.0001,0.0376,0.1212,1.0000,8.25
5379,0,axion,1,cdm,0,0.2494,0.7504,0.0002,0.0255,0.0887,1.0000,11.28
5380,1,cdm,2,no_sub,0,0.0081,0.4837,0.5082,0.0302,0.1021,1.0000,9.79
5381,0,axion,0,axion,1,0.9887,0.0112,0.0001,0.0243,0.0835,1.0000,11.97
5382,0,axion,0,axion,1,0.9977,0.0021,0.0002,0.0419,0.1359,1.0000,7.36
5383,2,no_sub,2,no_sub,1,0.0050,0.2122,0.7828,0.0306,0.1010,1.0000,9.90
5384,0,axion,0,axion,1,0.9954,0.0045,0.0001,0.0337,0.1092,1.0000,9.16
5385,0,axion,1,cdm,0,0.2411,0.7588,0.0001,0.0235,0.0823,1.0000,12.15
5386,2,no_sub,2,no_sub,1,0.0024,0.1845,0.8131,0.0439,0.1425,1.0000,7.02
5387,0,axion,1,cdm,0,0.2921,0.7072,0.0007,0.0208,0.0790,1.0000,12.66
5388,2,no_sub,2,no_sub,1,0.0025,0.0570,0.9405,0.0201,0.0751,1.0000,13.32
5389,1,cdm,1,cdm,1,0.1012,0.8986,0.0002,0.0326,0.1069,1.0000,9.36
5390,1,cdm,1,cdm,1,0.0808,0.9179,0.0013,0.0451,0.1469,1.0000,6.81
5391,2,no_sub,2,no_sub,1,0.0039,0.1383,0.8578,0.0267,0.0914,1.0000,10.94
5392,1,cdm,1,cdm,1,0.0732,0.9265,0.0002,0.0297,0.1004,1.0000,9.96
5393,0,axion,0,axion,1,0.7906,0.2094,0.0001,0.0309,0.1015,1.0000,9.85
5394,1,cdm,1,cdm,1,0.2307,0.7596,0.0097,0.0198,0.0772,1.0000,12.96
5395,1,cdm,1,cdm,1,0.0184,0.9347,0.0469,0.0354,0.1142,1.0000,8.76
5396,0,axion,0,axion,1,0.7417,0.2582,0.0001,0.0322,0.1039,1.0000,9.62
5397,2,no_sub,2,no_sub,1,0.0030,0.1493,0.8477,0.0342,0.1123,1.0000,8.91
5398,0,axion,0,axion,1,0.9905,0.0094,0.0001,0.0338,0.1105,1.0000,9.05
5399,2,no_sub,2,no_sub,1,0.0015,0.0451,0.9535,0.0251,0.0861,1.0000,11.61
5400,2,no_sub,2,no_sub,1,0.0092,0.3587,0.6322,0.0278,0.0962,1.0000,10.39
5401,2,no_sub,2,no_sub,1,0.0080,0.3761,0.6159,0.0291,0.0987,1.0000,10.14
5402,1,cdm,1,cdm,1,0.0428,0.9519,0.0053,0.0455,0.1481,1.0000,6.75
5403,0,axion,1,cdm,0,0.0664,0.9298,0.0038,0.0368,0.1182,1.0000,8.46
5404,1,cdm,1,cdm,1,0.1244,0.8753,0.0003,0.0363,0.1164,1.0000,8.59
5405,2,no_sub,2,no_sub,1,0.0042,0.1567,0.8391,0.0289,0.0978,1.0000,10.22
5406,1,cdm,1,cdm,1,0.2146,0.7852,0.0002,0.0260,0.0888,1.0000,11.25
5407,0,axion,1,cdm,0,0.1035,0.8961,0.0004,0.0350,0.1142,1.0000,8.76
5408,2,no_sub,2,no_sub,1,0.0025,0.1552,0.8423,0.0431,0.1403,1.0000,7.13
5409,1,cdm,1,cdm,1,0.1955,0.8043,0.0002,0.0261,0.0876,1.0000,11.41
5410,1,cdm,1,cdm,1,0.1538,0.8460,0.0002,0.0303,0.1000,1.0000,10.00
5411,0,axion,0,axion,1,0.8856,0.1143,0.0001,0.0225,0.0820,1.0000,12.20
5412,2,no_sub,2,no_sub,1,0.0023,0.1180,0.8797,0.0380,0.1228,1.0000,8.15
5413,2,no_sub,2,no_sub,1,0.0037,0.1134,0.8829,0.0267,0.0915,1.0000,10.93
5414,2,no_sub,2,no_sub,1,0.0105,0.4263,0.5632,0.0280,0.0972,1.0000,10.29
5415,0,axion,0,axion,1,0.9843,0.0156,0.0001,0.0262,0.0906,1.0000,11.03
5416,1,cdm,1,cdm,1,0.3825,0.6173,0.0001,0.0245,0.0860,1.0000,11.63
5417,0,axion,1,cdm,0,0.3344,0.6655,0.0001,0.0389,0.1248,1.0000,8.01
5418,1,cdm,1,cdm,1,0.0978,0.9020,0.0002,0.0303,0.1018,1.0000,9.82
5419,2,no_sub,2,no_sub,1,0.0047,0.1580,0.8373,0.0247,0.0854,1.0000,11.71
5420,2,no_sub,2,no_sub,1,0.0042,0.1325,0.8632,0.0262,0.0915,1.0000,10.93
5421,2,no_sub,2,no_sub,1,0.0013,0.0784,0.9202,0.0385,0.1245,1.0000,8.03
5422,2,no_sub,2,no_sub,1,0.0041,0.1978,0.7980,0.0295,0.0989,1.0000,10.12
5423,2,no_sub,2,no_sub,1,0.0084,0.1382,0.8534,0.0199,0.0764,1.0000,13.09
5424,0,axion,0,axion,1,0.9651,0.0349,0.0001,0.0236,0.0861,1.0000,11.61
5425,2,no_sub,2,no_sub,1,0.0054,0.1361,0.8584,0.0236,0.0851,1.0000,11.75
5426,1,cdm,1,cdm,1,0.0142,0.9239,0.0620,0.0400,0.1291,1.0000,7.75
5427,1,cdm,1,cdm,1,0.0931,0.9014,0.0055,0.0310,0.1008,1.0000,9.92
5428,0,axion,1,cdm,0,0.3995,0.6003,0.0001,0.0373,0.1197,1.0000,8.35
5429,1,cdm,0,axion,0,0.6219,0.3780,0.0001,0.0248,0.0894,1.0000,11.19
5430,1,cdm,1,cdm,1,0.0707,0.9289,0.0004,0.0255,0.0869,1.0000,11.51
5431,1,cdm,1,cdm,1,0.1124,0.8874,0.0002,0.0326,0.1074,1.0000,9.31
5432,1,cdm,1,cdm,1,0.0184,0.8204,0.1612,0.0273,0.0952,1.0000,10.50
5433,2,no_sub,2,no_sub,1,0.0021,0.0653,0.9326,0.0256,0.0877,1.0000,11.41
5434,0,axion,0,axion,1,0.9987,0.0007,0.0006,0.0415,0.1347,1.0000,7.42
5435,0,axion,0,axion,1,0.5467,0.4532,0.0001,0.0248,0.0862,1.0000,11.60
5436,0,axion,0,axion,1,0.9914,0.0085,0.0001,0.0434,0.1394,1.0000,7.17
5437,0,axion,0,axion,1,0.9815,0.0184,0.0000,0.0290,0.0971,1.0000,10.29
5438,0,axion,1,cdm,0,0.1774,0.8223,0.0003,0.0482,0.1568,1.0000,6.38
5439,1,cdm,1,cdm,1,0.1035,0.7545,0.1420,0.0198,0.0779,1.0000,12.83
5440,2,no_sub,1,cdm,0,0.0074,0.5941,0.3985,0.0378,0.1225,1.0000,8.16
5441,1,cdm,1,cdm,1,0.1319,0.8678,0.0003,0.0350,0.1132,1.0000,8.84
5442,0,axion,0,axion,1,0.9912,0.0088,0.0001,0.0323,0.1061,1.0000,9.43
5443,2,no_sub,2,no_sub,1,0.0024,0.0809,0.9167,0.0288,0.0967,1.0000,10.34
5444,0,axion,1,cdm,0,0.2464,0.7533,0.0003,0.0390,0.1247,1.0000,8.02
5445,1,cdm,1,cdm,1,0.0180,0.9621,0.0199,0.0306,0.1027,1.0000,9.74
5446,1,cdm,1,cdm,1,0.1214,0.8779,0.0007,0.0247,0.0882,1.0000,11.34
5447,0,axion,0,axion,1,0.9871,0.0129,0.0000,0.0350,0.1141,1.0000,8.77
5448,2,no_sub,2,no_sub,1,0.0072,0.2633,0.7295,0.0254,0.0877,1.0000,11.40
5449,2,no_sub,2,no_sub,1,0.0030,0.1893,0.8077,0.0380,0.1229,1.0000,8.14
5450,0,axion,1,cdm,0,0.2364,0.7633,0.0003,0.0311,0.1028,1.0000,9.73
5451,2,no_sub,2,no_sub,1,0.0027,0.1546,0.8427,0.0399,0.1294,1.0000,7.73
5452,2,no_sub,2,no_sub,1,0.0012,0.0611,0.9377,0.0445,0.1465,1.0000,6.82
5453,0,axion,0,axion,1,0.9941,0.0058,0.0001,0.0241,0.0854,1.0000,11.71
5454,0,axion,1,cdm,0,0.1459,0.7366,0.1175,0.0189,0.0759,1.0000,13.17
5455,2,no_sub,2,no_sub,1,0.0031,0.1371,0.8598,0.0341,0.1112,1.0000,8.99
5456,0,axion,0,axion,1,0.9571,0.0429,0.0000,0.0300,0.1018,1.0000,9.83
5457,1,cdm,1,cdm,1,0.1073,0.8925,0.0003,0.0291,0.0972,1.0000,10.29
5458,0,axion,0,axion,1,0.9348,0.0651,0.0001,0.0281,0.0962,1.0000,10.39
5459,1,cdm,1,cdm,1,0.1331,0.8666,0.0003,0.0297,0.0983,1.0000,10.17
5460,1,cdm,1,cdm,1,0.0778,0.9216,0.0005,0.0267,0.0939,1.0000,10.65
5461,1,cdm,1,cdm,1,0.0975,0.9023,0.0002,0.0277,0.0973,1.0000,10.27
5462,0,axion,1,cdm,0,0.2783,0.7213,0.0004,0.0298,0.0987,1.0000,10.13
5463,0,axion,0,axion,1,0.8776,0.1223,0.0001,0.0319,0.1044,1.0000,9.58
5464,0,axion,1,cdm,0,0.3069,0.6929,0.0001,0.0219,0.0797,1.0000,12.55
5465,1,cdm,1,cdm,1,0.1118,0.8879,0.0003,0.0313,0.1037,1.0000,9.64
5466,1,cdm,1,cdm,1,0.0359,0.9626,0.0014,0.0453,0.1448,1.0000,6.91
5467,0,axion,0,axion,1,0.5099,0.4900,0.0001,0.0378,0.1216,1.0000,8.22
5468,2,no_sub,2,no_sub,1,0.0046,0.2574,0.7380,0.0335,0.1102,1.0000,9.08
5469,0,axion,0,axion,1,0.9881,0.0119,0.0001,0.0282,0.0944,1.0000,10.59
